locationId,location,parameter,value,date,unit,coordinates,country,city,isMobile,isAnalysis,entity,sensorType
350,Daniel South,no2,0.001,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T20:00:00-07:00'}",ppm,"{'latitude': 42.7914, 'longitude': -110.0547}",US,,False,,Governmental Organization,reference grade
350,Daniel South,no2,0.001,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T19:00:00-07:00'}",ppm,"{'latitude': 42.7914, 'longitude': -110.0547}",US,,False,,Governmental Organization,reference grade
350,Daniel South,no2,0.001,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T18:00:00-07:00'}",ppm,"{'latitude': 42.7914, 'longitude': -110.0547}",US,,False,,Governmental Organization,reference grade
26,Inpesca,so2,10.05,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -36.737202, 'longitude': -73.104427}",CL,,False,,Governmental Organization,reference grade
26,Inpesca,so2,10.07,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -36.737202, 'longitude': -73.104427}",CL,,False,,Governmental Organization,reference grade
26,Inpesca,so2,10.29,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -36.737202, 'longitude': -73.104427}",CL,,False,,Governmental Organization,reference grade
352,Minneapolis - Pacifi,pm10,15.0,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T22:00:00-06:00'}",µg/m³,"{'latitude': 45.008297, 'longitude': -93.277041}",US,,False,,Governmental Organization,reference grade
352,Minneapolis - Pacifi,pm10,16.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T21:00:00-06:00'}",µg/m³,"{'latitude': 45.008297, 'longitude': -93.277041}",US,,False,,Governmental Organization,reference grade
352,Minneapolis - Pacifi,pm10,16.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T20:00:00-06:00'}",µg/m³,"{'latitude': 45.008297, 'longitude': -93.277041}",US,,False,,Governmental Organization,reference grade
352,Minneapolis - Pacifi,pm10,16.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T19:00:00-06:00'}",µg/m³,"{'latitude': 45.008297, 'longitude': -93.277041}",US,,False,,Governmental Organization,reference grade
353,Minneapolis - Lowry,pm10,12.0,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T22:00:00-06:00'}",µg/m³,"{'latitude': 45.012102, 'longitude': -93.276699}",US,,False,,Governmental Organization,reference grade
353,Minneapolis - Lowry,pm10,10.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T21:00:00-06:00'}",µg/m³,"{'latitude': 45.012102, 'longitude': -93.276699}",US,,False,,Governmental Organization,reference grade
353,Minneapolis - Lowry,pm10,11.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T20:00:00-06:00'}",µg/m³,"{'latitude': 45.012102, 'longitude': -93.276699}",US,,False,,Governmental Organization,reference grade
353,Minneapolis - Lowry,pm10,13.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T19:00:00-06:00'}",µg/m³,"{'latitude': 45.012102, 'longitude': -93.276699}",US,,False,,Governmental Organization,reference grade
356,Bocatoma,pm10,28.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -36.803034, 'longitude': -73.120527}",CL,,False,,Governmental Organization,reference grade
356,Bocatoma,pm10,29.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -36.803034, 'longitude': -73.120527}",CL,,False,,Governmental Organization,reference grade
356,Bocatoma,pm10,29.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -36.803034, 'longitude': -73.120527}",CL,,False,,Governmental Organization,reference grade
358,Albemarle HS,pm25,8.6,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T23:00:00-05:00'}",µg/m³,"{'latitude': 38.07657, 'longitude': -78.50397}",US,,False,,Governmental Organization,reference grade
358,Albemarle HS,pm25,7.4,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T22:00:00-05:00'}",µg/m³,"{'latitude': 38.07657, 'longitude': -78.50397}",US,,False,,Governmental Organization,reference grade
358,Albemarle HS,pm25,7.7,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T21:00:00-05:00'}",µg/m³,"{'latitude': 38.07657, 'longitude': -78.50397}",US,,False,,Governmental Organization,reference grade
358,Albemarle HS,pm25,7.5,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T20:00:00-05:00'}",µg/m³,"{'latitude': 38.07657, 'longitude': -78.50397}",US,,False,,Governmental Organization,reference grade
360,Patricia McInnes,pm25,6.1,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T21:00:00-07:00'}",µg/m³,"{'latitude': 56.7522, 'longitude': -111.4761}",CA,,False,,Governmental Organization,reference grade
360,Patricia McInnes,pm25,8.4,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T20:00:00-07:00'}",µg/m³,"{'latitude': 56.7522, 'longitude': -111.4761}",CA,,False,,Governmental Organization,reference grade
360,Patricia McInnes,pm25,6.5,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T19:00:00-07:00'}",µg/m³,"{'latitude': 56.7522, 'longitude': -111.4761}",CA,,False,,Governmental Organization,reference grade
360,Patricia McInnes,pm25,6.8,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T18:00:00-07:00'}",µg/m³,"{'latitude': 56.7522, 'longitude': -111.4761}",CA,,False,,Governmental Organization,reference grade
361,Tonawanda II,pm25,6.6,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T23:00:00-05:00'}",µg/m³,"{'latitude': 42.9981, 'longitude': -78.8993}",US,,False,,Governmental Organization,reference grade
361,Tonawanda II,pm25,6.9,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T22:00:00-05:00'}",µg/m³,"{'latitude': 42.9981, 'longitude': -78.8993}",US,,False,,Governmental Organization,reference grade
361,Tonawanda II,pm25,7.2,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T21:00:00-05:00'}",µg/m³,"{'latitude': 42.9981, 'longitude': -78.8993}",US,,False,,Governmental Organization,reference grade
361,Tonawanda II,pm25,7.2,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T20:00:00-05:00'}",µg/m³,"{'latitude': 42.9981, 'longitude': -78.8993}",US,,False,,Governmental Organization,reference grade
364,Colegio Pedro Vergara Keller,pm25,45.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -22.44283906304, 'longitude': -68.932546346863}",CL,,False,,Governmental Organization,reference grade
364,Colegio Pedro Vergara Keller,pm25,44.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -22.44283906304, 'longitude': -68.932546346863}",CL,,False,,Governmental Organization,reference grade
364,Colegio Pedro Vergara Keller,pm25,40.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -22.44283906304, 'longitude': -68.932546346863}",CL,,False,,Governmental Organization,reference grade
364,Colegio Pedro Vergara Keller,pm10,76.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -22.44283906304, 'longitude': -68.932546346863}",CL,,False,,Governmental Organization,reference grade
364,Colegio Pedro Vergara Keller,pm10,75.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -22.44283906304, 'longitude': -68.932546346863}",CL,,False,,Governmental Organization,reference grade
364,Colegio Pedro Vergara Keller,pm10,71.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -22.44283906304, 'longitude': -68.932546346863}",CL,,False,,Governmental Organization,reference grade
376,Estaci�n Nativitas,co,1.4,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T22:00:00-06:00'}",ppm,"{'latitude': 20.565228, 'longitude': -101.18824}",MX,,False,,Governmental Organization,reference grade
376,Estaci�n Nativitas,co,1.5,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T21:00:00-06:00'}",ppm,"{'latitude': 20.565228, 'longitude': -101.18824}",MX,,False,,Governmental Organization,reference grade
376,Estaci�n Nativitas,co,1.4,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T20:00:00-06:00'}",ppm,"{'latitude': 20.565228, 'longitude': -101.18824}",MX,,False,,Governmental Organization,reference grade
376,Estaci�n Nativitas,co,1.4,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T19:00:00-06:00'}",ppm,"{'latitude': 20.565228, 'longitude': -101.18824}",MX,,False,,Governmental Organization,reference grade
381,Rockland Cty,o3,0.019,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T23:00:00-05:00'}",ppm,"{'latitude': 41.182079, 'longitude': -74.028191}",US,,False,,Governmental Organization,reference grade
381,Rockland Cty,o3,0.018,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T22:00:00-05:00'}",ppm,"{'latitude': 41.182079, 'longitude': -74.028191}",US,,False,,Governmental Organization,reference grade
381,Rockland Cty,o3,0.019,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T21:00:00-05:00'}",ppm,"{'latitude': 41.182079, 'longitude': -74.028191}",US,,False,,Governmental Organization,reference grade
381,Rockland Cty,o3,0.019,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T20:00:00-05:00'}",ppm,"{'latitude': 41.182079, 'longitude': -74.028191}",US,,False,,Governmental Organization,reference grade
382,Elk Island,pm25,11.3,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T20:00:00-07:00'}",µg/m³,"{'latitude': 53.6825, 'longitude': -112.8686}",CA,,False,,Governmental Organization,reference grade
383,Malta,pm25,1.9,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T21:00:00-07:00'}",µg/m³,"{'latitude': 48.317507, 'longitude': -107.86247100000001}",US,,False,,Governmental Organization,reference grade
383,Malta,pm25,6.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T20:00:00-07:00'}",µg/m³,"{'latitude': 48.317507, 'longitude': -107.86247100000001}",US,,False,,Governmental Organization,reference grade
383,Malta,pm25,4.5,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T19:00:00-07:00'}",µg/m³,"{'latitude': 48.317507, 'longitude': -107.86247100000001}",US,,False,,Governmental Organization,reference grade
383,Malta,pm25,7.2,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T18:00:00-07:00'}",µg/m³,"{'latitude': 48.317507, 'longitude': -107.86247100000001}",US,,False,,Governmental Organization,reference grade
384,CCNY,o3,0.011,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T23:00:00-05:00'}",ppm,"{'latitude': 40.8197, 'longitude': -73.9481}",US,,False,,Governmental Organization,reference grade
384,CCNY,o3,0.012,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T22:00:00-05:00'}",ppm,"{'latitude': 40.8197, 'longitude': -73.9481}",US,,False,,Governmental Organization,reference grade
384,CCNY,o3,0.015,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T21:00:00-05:00'}",ppm,"{'latitude': 40.8197, 'longitude': -73.9481}",US,,False,,Governmental Organization,reference grade
384,CCNY,o3,0.016,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T20:00:00-05:00'}",ppm,"{'latitude': 40.8197, 'longitude': -73.9481}",US,,False,,Governmental Organization,reference grade
385,Newburgh,pm25,4.6,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T23:00:00-05:00'}",µg/m³,"{'latitude': 41.4994, 'longitude': -74.0097}",US,,False,,Governmental Organization,reference grade
385,Newburgh,pm25,5.3,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T22:00:00-05:00'}",µg/m³,"{'latitude': 41.4994, 'longitude': -74.0097}",US,,False,,Governmental Organization,reference grade
385,Newburgh,pm25,5.9,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T21:00:00-05:00'}",µg/m³,"{'latitude': 41.4994, 'longitude': -74.0097}",US,,False,,Governmental Organization,reference grade
385,Newburgh,pm25,4.4,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T20:00:00-05:00'}",µg/m³,"{'latitude': 41.4994, 'longitude': -74.0097}",US,,False,,Governmental Organization,reference grade
384,CCNY,pm25,7.6,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T23:00:00-05:00'}",µg/m³,"{'latitude': 40.8197, 'longitude': -73.9481}",US,,False,,Governmental Organization,reference grade
384,CCNY,pm25,7.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T22:00:00-05:00'}",µg/m³,"{'latitude': 40.8197, 'longitude': -73.9481}",US,,False,,Governmental Organization,reference grade
384,CCNY,pm25,4.8,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T21:00:00-05:00'}",µg/m³,"{'latitude': 40.8197, 'longitude': -73.9481}",US,,False,,Governmental Organization,reference grade
384,CCNY,pm25,4.8,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T20:00:00-05:00'}",µg/m³,"{'latitude': 40.8197, 'longitude': -73.9481}",US,,False,,Governmental Organization,reference grade
390,RED DEER RIVERSIDE D,pm25,24.9,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T21:00:00-07:00'}",µg/m³,"{'latitude': 52.2989, 'longitude': -113.7942}",CA,,False,,Governmental Organization,reference grade
390,RED DEER RIVERSIDE D,pm25,24.7,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T20:00:00-07:00'}",µg/m³,"{'latitude': 52.2989, 'longitude': -113.7942}",CA,,False,,Governmental Organization,reference grade
390,RED DEER RIVERSIDE D,pm25,24.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T19:00:00-07:00'}",µg/m³,"{'latitude': 52.2989, 'longitude': -113.7942}",CA,,False,,Governmental Organization,reference grade
390,RED DEER RIVERSIDE D,pm25,23.5,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T18:00:00-07:00'}",µg/m³,"{'latitude': 52.2989, 'longitude': -113.7942}",CA,,False,,Governmental Organization,reference grade
388,Lota rural,so2,13.89,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -37.100696257418, 'longitude': -73.155760394707}",CL,,False,,Governmental Organization,reference grade
388,Lota rural,so2,14.42,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -37.100696257418, 'longitude': -73.155760394707}",CL,,False,,Governmental Organization,reference grade
388,Lota rural,so2,14.8,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -37.100696257418, 'longitude': -73.155760394707}",CL,,False,,Governmental Organization,reference grade
392,Babylon,o3,0.022,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T23:00:00-05:00'}",ppm,"{'latitude': 40.7356, 'longitude': -73.4061}",US,,False,,Governmental Organization,reference grade
392,Babylon,o3,0.022,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T22:00:00-05:00'}",ppm,"{'latitude': 40.7356, 'longitude': -73.4061}",US,,False,,Governmental Organization,reference grade
392,Babylon,o3,0.022,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T21:00:00-05:00'}",ppm,"{'latitude': 40.7356, 'longitude': -73.4061}",US,,False,,Governmental Organization,reference grade
392,Babylon,o3,0.022,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T20:00:00-05:00'}",ppm,"{'latitude': 40.7356, 'longitude': -73.4061}",US,,False,,Governmental Organization,reference grade
393,Middleport,o3,0.038,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T23:00:00-05:00'}",ppm,"{'latitude': 43.2189, 'longitude': -78.4792}",US,,False,,Governmental Organization,reference grade
393,Middleport,o3,0.037,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T22:00:00-05:00'}",ppm,"{'latitude': 43.2189, 'longitude': -78.4792}",US,,False,,Governmental Organization,reference grade
393,Middleport,o3,0.034,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T21:00:00-05:00'}",ppm,"{'latitude': 43.2189, 'longitude': -78.4792}",US,,False,,Governmental Organization,reference grade
393,Middleport,o3,0.033,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T20:00:00-05:00'}",ppm,"{'latitude': 43.2189, 'longitude': -78.4792}",US,,False,,Governmental Organization,reference grade
394,Edson,no2,0.021,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T21:00:00-07:00'}",ppm,"{'latitude': 53.5936, 'longitude': -116.39280000000001}",CA,,False,,Governmental Organization,reference grade
394,Edson,no2,0.024,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T20:00:00-07:00'}",ppm,"{'latitude': 53.5936, 'longitude': -116.39280000000001}",CA,,False,,Governmental Organization,reference grade
394,Edson,no2,0.023,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T19:00:00-07:00'}",ppm,"{'latitude': 53.5936, 'longitude': -116.39280000000001}",CA,,False,,Governmental Organization,reference grade
394,Edson,no2,0.023,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T18:00:00-07:00'}",ppm,"{'latitude': 53.5936, 'longitude': -116.39280000000001}",CA,,False,,Governmental Organization,reference grade
395,Piseco Lake,o3,0.022,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T23:00:00-05:00'}",ppm,"{'latitude': 43.4556, 'longitude': -74.515}",US,,False,,Governmental Organization,reference grade
395,Piseco Lake,o3,0.022,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T22:00:00-05:00'}",ppm,"{'latitude': 43.4556, 'longitude': -74.515}",US,,False,,Governmental Organization,reference grade
395,Piseco Lake,o3,0.024,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T21:00:00-05:00'}",ppm,"{'latitude': 43.4556, 'longitude': -74.515}",US,,False,,Governmental Organization,reference grade
395,Piseco Lake,o3,0.023,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T20:00:00-05:00'}",ppm,"{'latitude': 43.4556, 'longitude': -74.515}",US,,False,,Governmental Organization,reference grade
394,Edson,o3,0.001,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T21:00:00-07:00'}",ppm,"{'latitude': 53.5936, 'longitude': -116.39280000000001}",CA,,False,,Governmental Organization,reference grade
394,Edson,o3,0.001,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T20:00:00-07:00'}",ppm,"{'latitude': 53.5936, 'longitude': -116.39280000000001}",CA,,False,,Governmental Organization,reference grade
394,Edson,o3,0.001,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T19:00:00-07:00'}",ppm,"{'latitude': 53.5936, 'longitude': -116.39280000000001}",CA,,False,,Governmental Organization,reference grade
394,Edson,o3,0.001,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T18:00:00-07:00'}",ppm,"{'latitude': 53.5936, 'longitude': -116.39280000000001}",CA,,False,,Governmental Organization,reference grade
381,Rockland Cty,pm25,3.8,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T23:00:00-05:00'}",µg/m³,"{'latitude': 41.182079, 'longitude': -74.028191}",US,,False,,Governmental Organization,reference grade
381,Rockland Cty,pm25,5.6,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T22:00:00-05:00'}",µg/m³,"{'latitude': 41.182079, 'longitude': -74.028191}",US,,False,,Governmental Organization,reference grade
381,Rockland Cty,pm25,5.5,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T21:00:00-05:00'}",µg/m³,"{'latitude': 41.182079, 'longitude': -74.028191}",US,,False,,Governmental Organization,reference grade
381,Rockland Cty,pm25,5.3,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T20:00:00-05:00'}",µg/m³,"{'latitude': 41.182079, 'longitude': -74.028191}",US,,False,,Governmental Organization,reference grade
397,Thompson Falls,pm10,23.0,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T21:00:00-07:00'}",µg/m³,"{'latitude': 47.594395, 'longitude': -115.323746}",US,,False,,Governmental Organization,reference grade
397,Thompson Falls,pm10,29.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T20:00:00-07:00'}",µg/m³,"{'latitude': 47.594395, 'longitude': -115.323746}",US,,False,,Governmental Organization,reference grade
397,Thompson Falls,pm10,40.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T19:00:00-07:00'}",µg/m³,"{'latitude': 47.594395, 'longitude': -115.323746}",US,,False,,Governmental Organization,reference grade
397,Thompson Falls,pm10,35.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T18:00:00-07:00'}",µg/m³,"{'latitude': 47.594395, 'longitude': -115.323746}",US,,False,,Governmental Organization,reference grade
388,Lota rural,pm10,14.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -37.100696257418, 'longitude': -73.155760394707}",CL,,False,,Governmental Organization,reference grade
388,Lota rural,pm10,14.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -37.100696257418, 'longitude': -73.155760394707}",CL,,False,,Governmental Organization,reference grade
388,Lota rural,pm10,14.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -37.100696257418, 'longitude': -73.155760394707}",CL,,False,,Governmental Organization,reference grade
399,Puren,pm25,13.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -36.616167751711, 'longitude': -72.093040558483}",CL,,False,,Governmental Organization,reference grade
399,Puren,pm10,32.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -36.616167751711, 'longitude': -72.093040558483}",CL,,False,,Governmental Organization,reference grade
399,Puren,pm10,32.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -36.616167751711, 'longitude': -72.093040558483}",CL,,False,,Governmental Organization,reference grade
410,West Phoenix,pm10,93.0,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T21:00:00-07:00'}",µg/m³,"{'latitude': 33.483799, 'longitude': -112.14260099999998}",US,,False,,Governmental Organization,reference grade
410,West Phoenix,pm10,135.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T20:00:00-07:00'}",µg/m³,"{'latitude': 33.483799, 'longitude': -112.14260099999998}",US,,False,,Governmental Organization,reference grade
410,West Phoenix,pm10,132.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T19:00:00-07:00'}",µg/m³,"{'latitude': 33.483799, 'longitude': -112.14260099999998}",US,,False,,Governmental Organization,reference grade
410,West Phoenix,pm10,98.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T18:00:00-07:00'}",µg/m³,"{'latitude': 33.483799, 'longitude': -112.14260099999998}",US,,False,,Governmental Organization,reference grade
410,West Phoenix,pm25,31.5,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T21:00:00-07:00'}",µg/m³,"{'latitude': 33.483799, 'longitude': -112.14260099999998}",US,,False,,Governmental Organization,reference grade
410,West Phoenix,pm25,61.4,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-20T20:00:00-07:00'}",µg/m³,"{'latitude': 33.483799, 'longitude': -112.14260099999998}",US,,False,,Governmental Organization,reference grade
410,West Phoenix,pm25,42.1,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T19:00:00-07:00'}",µg/m³,"{'latitude': 33.483799, 'longitude': -112.14260099999998}",US,,False,,Governmental Organization,reference grade
410,West Phoenix,pm25,16.4,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T18:00:00-07:00'}",µg/m³,"{'latitude': 33.483799, 'longitude': -112.14260099999998}",US,,False,,Governmental Organization,reference grade
210,Liceo Polivalente,pm10,31.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -36.601713211434, 'longitude': -72.958522830688}",CL,,False,,Governmental Organization,reference grade
210,Liceo Polivalente,pm10,31.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -36.601713211434, 'longitude': -72.958522830688}",CL,,False,,Governmental Organization,reference grade
210,Liceo Polivalente,pm10,31.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -36.601713211434, 'longitude': -72.958522830688}",CL,,False,,Governmental Organization,reference grade
414,Stockton-on-Tees Eaglescliffe - UKA00535,pm10,8.696,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T01:00:00+00:00'}",µg/m³,"{'latitude': 54.51666699931385, 'longitude': -1.3585470003707398}",GB,,False,,Governmental Organization,reference grade
210,Liceo Polivalente,pm25,15.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -36.601713211434, 'longitude': -72.958522830688}",CL,,False,,Governmental Organization,reference grade
210,Liceo Polivalente,pm25,15.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -36.601713211434, 'longitude': -72.958522830688}",CL,,False,,Governmental Organization,reference grade
210,Liceo Polivalente,pm25,15.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -36.601713211434, 'longitude': -72.958522830688}",CL,,False,,Governmental Organization,reference grade
425,Strathvaich - UKA00162,o3,72.84305,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T01:00:00+00:00'}",µg/m³,"{'latitude': 57.73445599971007, 'longitude': -4.7765830000735985}",GB,,False,,Governmental Organization,reference grade
426,Burdens Creek,pm10,3.0,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-20T23:00:00-05:00'}",µg/m³,"{'latitude': 35.889402, 'longitude': -78.8747}",US,,False,,Governmental Organization,reference grade
